ticker,cik,transaction_date,is_buy,shares,price_per_share,transaction_value,is_officer,is_director,is_ten_pct_owner,officer_title,ownership_type,accession_number
PLTR,1321655,2025-11-20,0,2598.0,164.05,426201.9,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,2010.0,165.95,333559.5,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,3277.0,166.73,546374.21,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,2777.0,167.93,466341.61000000004,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,2275.0,168.9,384247.5,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,4304.0,169.94,731421.76,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,14065.0,170.91,2403849.15,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,16512.0,172.0,2840064.0,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,18720.0,172.77,3234254.4000000004,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,1729.0,173.41,299825.89,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-20,0,14916.0,160.16,2388946.56,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,11052.0,161.16,1781140.32,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,2549.0,161.85,412555.64999999997,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,8921.0,163.37,1457423.77,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,5349.0,164.05,877503.4500000001,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,4139.0,165.95,686867.0499999999,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,6749.0,166.73,1125260.77,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,5718.0,167.93,960223.74,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,4684.0,168.9,791127.6,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,8864.0,169.94,1506348.16,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,28965.0,170.91,4950408.149999999,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,34005.0,172.0,5848860.0,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,38551.0,172.77,6660456.2700000005,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,3560.0,173.41,617339.6,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,19068.0,155.31,2961451.08,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,18328.0,156.19,2862650.32,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,38368.0,157.25,6033368.0,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,37434.0,158.14,5919812.76,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,17415.0,159.08,2770378.2,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-20,0,20275.0,159.08,3225347.0000000005,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,43582.0,158.14,6892057.4799999995,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,44883.0,172.77,7754435.91,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,4145.0,173.41,718784.45,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,12867.0,161.16,2073645.72,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,2968.0,161.85,480370.8,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,10387.0,163.37,1696924.19,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,6228.0,164.05,1021703.4,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,4819.0,165.95,799713.0499999999,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,7857.0,166.73,1309997.6099999999,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,6657.0,167.93,1117910.01,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,5454.0,168.9,921180.6,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,10320.0,169.94,1753780.8,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,33722.0,170.91,5763427.02,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,39589.0,172.0,6809308.0,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,22200.0,155.31,3447882.0,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,21338.0,156.19,3332782.2199999997,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,44669.0,157.25,7024200.25,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-20,0,17365.0,160.16,2781178.4,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-21,0,3.0,153.43,460.29,1,0,0,See Remarks,D,0001705189-25-000004
PLTR,1321655,2025-11-21,0,293.0,156.26,45784.18,1,0,0,See Remarks,D,0001705189-25-000004
PLTR,1321655,2025-11-21,0,4.0,157.74,630.96,1,0,0,See Remarks,D,0001705189-25-000004
PLTR,1321655,2025-11-21,0,21.0,153.43,3222.03,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-21,0,2204.0,156.26,344397.04,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-21,0,27.0,157.74,4258.9800000000005,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-21,0,24.0,157.74,3785.76,1,0,0,See Remarks,D,0001823940-25-000003
PLTR,1321655,2025-11-21,0,18.0,153.43,2761.7400000000002,1,0,0,See Remarks,D,0001823940-25-000003
PLTR,1321655,2025-11-21,0,1931.0,156.26,301738.06,1,0,0,See Remarks,D,0001823940-25-000003
PLTR,1321655,2025-11-21,0,177.0,153.43,27157.11,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-21,0,18600.0,156.26,2906436.0,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-21,0,227.0,157.74,35806.98,1,0,0,See Remarks,D,0001824159-25-000003
PLTR,1321655,2025-11-21,0,365.0,153.43,56001.950000000004,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-21,0,38303.0,156.26,5985226.779999999,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-21,0,468.0,157.74,73822.32,1,1,0,See Remarks,D,0001823920-25-000002
PLTR,1321655,2025-11-21,0,426.0,153.43,65361.18,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-21,0,44593.0,156.26,6968102.18,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-21,0,545.0,157.74,85968.3,1,1,0,See Remarks,D,0001823951-25-000002
PLTR,1321655,2025-11-24,0,1252.0,157.5,197190.0,1,0,0,See Remarks,D,0001705189-25-000004
PLTR,1321655,2025-11-24,0,1800.0,157.76,283968.0,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-24,0,2300.0,158.59,364757.0,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-24,0,1974.0,159.7,315247.8,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-24,0,4309.0,160.78,692801.02,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-24,0,4393.0,161.75,710567.75,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-24,0,6900.0,162.69,1122561.0,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-24,0,6016.0,164.04,986864.6399999999,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-11-24,0,8356.0,164.67,1375982.5199999998,1,0,0,See Remarks,D,0001823923-25-000007
PLTR,1321655,2025-12-01,0,1466.0,164.92,241772.71999999997,0,1,0,,D,0001823952-25-000007
PLTR,1321655,2025-12-01,0,2791.0,166.55,464841.05000000005,0,1,0,,D,0001823952-25-000007
PLTR,1321655,2025-12-01,0,1121.0,164.09,183944.89,0,1,0,,D,0001823952-25-000007
PLTR,1321655,2025-12-01,0,5574.0,168.39,938605.8599999999,0,1,0,,D,0001823952-25-000007
PLTR,1321655,2025-12-01,0,9048.0,167.4,1514635.2,0,1,0,,D,0001823952-25-000007
PLTR,1321655,2025-12-12,0,9000.0,185.91,1673190.0,1,0,0,See Remarks,D,0001823940-25-000004
PLUG,1093691,2025-10-10,0,10000.0,3.8,38000.0,1,0,0,CSO & GM EMEA,D,0001104659-25-120726
PLUG,1093691,2025-11-10,0,10000.0,2.92,29200.0,1,0,0,CSO & EVP of EMEA Region,D,0001104659-25-110556
PLUG,1093691,2025-12-10,0,40000.0,2.2,88000.0,1,0,0,CSO & GM EMEA,D,0001104659-25-120726
PLUG,1093691,2025-12-15,1,37300.0,2.34,87282.0,1,0,0,See Remarks,D,0001104659-25-122178
PLUR,1158780,2025-04-28,1,452702.0,4.61,2086956.2200000002,0,1,0,,I,0001213900-25-112942
PLUS,1022408,2025-12-08,0,560.0,90.03,50416.8,0,1,0,,D,0001022408-25-000103
PLX,1006281,2025-11-18,0,168.0,1.87,314.16,0,1,0,,D,0001385113-25-000005
PLX,1006281,2025-12-19,1,56000.0,1.81,101360.0,1,1,0,PRESIDENT AND CEO,D,0001781450-25-000005
PLXS,785786,2025-10-01,0,1500.0,143.7,215549.99999999997,1,1,0,President & CEO,D,0001411282-25-000010
PLXS,785786,2025-10-27,0,1998.0,142.8,285314.4,1,0,0,Exec. VP & CFO,D,0001607273-25-000006
PLXS,785786,2025-11-03,0,1500.0,139.12,208680.0,1,1,0,President & CEO,D,0001411282-25-000013
PLXS,785786,2025-11-04,0,2000.0,143.5,287000.0,1,1,0,President & CEO,D,0001411282-25-000013
PLXS,785786,2025-11-05,0,2000.0,145.1,290200.0,1,1,0,President & CEO,D,0001411282-25-000013
PLXS,785786,2025-11-10,0,2500.0,145.28,363200.0,1,0,0,"Exec VP, CAO, Gen Coun & Secy",D,0001374160-25-000008
PLXS,785786,2025-11-10,0,1748.0,146.11,255400.28000000003,1,0,0,Exec VP & COO,D,0001600424-25-000005
PLXS,785786,2025-11-11,0,2000.0,143.54,287080.0,1,0,0,Exec. VP & CFO,D,0001607273-25-000007
PLXS,785786,2025-11-25,0,2327.0,143.18,333179.86000000004,1,0,0,Exec VP & COO,D,0001600424-25-000007
PLXS,785786,2025-11-26,0,1347.0,144.93,195220.71000000002,1,0,0,"Exec VP, CAO, Gen Coun & Secy",D,0001374160-25-000010
PLXS,785786,2025-11-28,0,500.0,143.47,71735.0,0,1,0,,D,0001707073-25-000010
PLYM,1515816,2025-12-19,0,59376.0,21.86,1297959.3599999999,1,0,0,EVP/Asset Management,D,0001193125-25-328701
PLYM,1515816,2025-12-19,0,88730.0,21.86,1939637.8,1,0,0,President and CFO,D,0001193125-25-328697
PLYM,1515816,2025-12-19,0,151583.0,21.86,3313604.38,1,1,0,CEO,D,0001193125-25-328692
PML,1170299,2025-12-08,1,2819.0,7.66,21593.54,0,1,0,,D,0001495443-25-000006
PMN,1374339,2025-10-03,1,30392.0,0.49,14892.08,0,0,0,,D,0001927056-25-000004
PMT-PC,1464423,2025-10-24,1,774.01,12.67,9806.7067,0,1,0,,D,0001464423-25-000008
PMT-PC,1464423,2025-10-24,1,695.84,12.67,8816.292800000001,0,1,0,,D,0001464423-25-000008
PMT-PC,1464423,2025-11-17,1,10000.0,12.4,124000.0,1,1,0,Chairman and CEO,D,0001464423-25-000010
PMTS,1641614,2025-11-06,1,10000.0,14.2,142000.0,0,1,0,,D,0001641614-25-000044
PMTS,1641614,2025-12-04,0,2126056.0,13.51,28723016.56,0,0,0,,D,0001655148-25-000003
PMTS,1641614,2025-12-04,1,200000.0,13.51,2702000.0,0,1,0,,D,0001641614-25-000076
PMVP,1699382,2025-10-23,0,1000000.0,1.52,1520000.0,0,0,0,,I,0000947871-25-000927
PNC,713676,2025-10-24,0,1080.0,186.97,201927.6,1,0,0,Executive Vice President,D,0001628280-25-046798
PNC,713676,2025-11-04,0,700.0,183.54,128478.0,1,0,0,Executive Vice President,D,0001628280-25-050101
PNC,713676,2025-11-04,0,300.0,183.65,55095.0,1,0,0,Executive Vice President,D,0001628280-25-050101
PNFP,1115055,2025-10-20,1,5000.0,87.63,438150.0,0,1,0,,D,0001115055-25-000169
PNFP,1115055,2025-11-26,0,6775.0,93.0,630075.0,1,1,0,CHAIRMAN,D,0001115055-25-000204
PNNT,1383414,2025-11-26,0,25000.0,6.03,150750.0,0,1,0,,I,0001193125-25-304268
PNNT,1383414,2025-11-28,0,15000.0,6.06,90900.0,0,1,0,,I,0001193125-25-305527
PNNT,1383414,2025-12-01,1,4235.0,5.91,25028.850000000002,0,1,0,,D,0001193125-25-306688
PNNT,1383414,2025-12-01,0,21100.0,6.04,127444.0,0,1,0,,I,0001193125-25-305527
PNNT,1383414,2025-12-03,0,10000.0,5.75,57500.0,0,1,0,,I,0001193125-25-309765
PNNT,1383414,2025-12-04,0,23303.0,5.78,134691.34,0,1,0,,I,0001193125-25-309765
PNNT,1383414,2025-12-05,0,20000.0,5.85,117000.0,0,1,0,,I,0001193125-25-312894
PNNT,1383414,2025-12-08,0,121533.0,5.92,719475.36,0,1,0,,I,0001193125-25-312894
PNR,77360,2025-11-14,0,321.0,105.52,33871.92,1,0,0,EVP & Chief Financial Officer,D,0000897069-25-001714
PNR,77360,2025-11-14,0,1431.0,105.41,150841.71,1,0,0,EVP & Chief Financial Officer,D,0000897069-25-001714
PNR,77360,2025-11-14,0,1491.0,105.37,157106.67,1,0,0,EVP & Chief Financial Officer,D,0000897069-25-001714
PNR,77360,2025-11-14,0,425.0,105.31,44756.75,1,0,0,EVP & Chief Financial Officer,D,0000897069-25-001714
PNR,77360,2025-11-14,0,1937.0,105.52,204392.24,1,0,0,EVP & Chief Financial Officer,D,0000897069-25-001714
PNR,77360,2025-11-14,0,476.0,105.31,50127.56,1,0,0,EVP & Chief Financial Officer,D,0000897069-25-001714
PNR,77360,2025-11-14,0,619.0,105.41,65248.79,1,0,0,EVP & Chief Financial Officer,D,0000897069-25-001714
PNR,77360,2025-11-14,0,1086.0,105.37,114431.82,1,0,0,EVP & Chief Financial Officer,D,0000897069-25-001714
PNR,77360,2025-12-01,0,6558.0,104.33,684196.14,0,1,0,,D,0000897069-25-001758
PNRG,56868,2025-12-09,0,5000.0,190.2,951000.0,0,1,0,,D,0001437749-25-037711
PNRG,56868,2025-12-10,0,3715.0,190.12,706295.8,0,1,0,,D,0001437749-25-037711
PNRG,56868,2025-12-11,0,1285.0,190.07,244239.94999999998,0,1,0,,D,0001437749-25-037711
PODC,1940177,2025-11-14,1,10700.0,2.16,23112.0,0,1,0,,I,0001213900-25-111673
PODC,1940177,2025-11-19,1,11000.0,2.2,24200.000000000004,0,1,0,,I,0001213900-25-113678
PODC,1940177,2025-11-26,1,7373.0,2.47,18211.31,0,1,0,,I,0001213900-25-116813
PODC,1940177,2025-12-05,1,5700.0,2.16,12312.0,0,1,0,,I,0001213900-25-119316
PODC,1940177,2025-12-16,1,6100.0,2.08,12688.0,0,1,0,,I,0001213900-25-123338
PODD,1145197,2025-12-05,1,962.0,311.73,299884.26,0,1,0,,D,0001145197-25-000072
PODD,1145197,2025-12-15,0,1851.0,293.09,542509.59,0,1,0,,D,0001145197-25-000074
POOL,945841,2025-12-02,0,2454.0,244.65,600371.1,1,0,0,President/CEO,D,0001628280-25-055014
POOL,945841,2025-12-02,0,1402.0,246.84,346069.68,1,0,0,President/CEO,D,0001628280-25-055014
POOL,945841,2025-12-02,0,1144.0,245.98,281401.12,1,0,0,President/CEO,D,0001628280-25-055014
POST,1530950,2025-11-24,1,1800.0,97.93,176274.0,0,1,0,,D,0001530950-25-000266
POST,1530950,2025-11-25,0,10000.0,100.21,1002099.9999999999,1,0,0,"PRES & CEO, PCB",D,0001882375-25-000014
POST,1530950,2025-12-05,0,1658.0,96.69,160312.02,1,0,0,"SVP, CHIEF ACCTING OFFICER",D,0001759632-25-000011
POWI,833640,2025-11-04,0,110.0,40.21,4423.1,1,0,0,Interim CFO,D,0000833640-25-000194
POWI,833640,2025-11-04,0,111.0,40.22,4464.42,1,0,0,"VP, Worldwide Sales",D,0000833640-25-000193
POWI,833640,2025-11-24,0,1033.0,33.8,34915.399999999994,1,0,0,"VP, Worldwide Sales",D,0000833640-25-000205
POWL,80420,2025-12-08,0,667.0,341.28,227633.75999999998,1,0,0,"Vice President, Operations",D,0000080420-25-000167
POWL,80420,2025-12-08,0,1433.0,340.34,487707.22,1,0,0,"Vice President, Operations",D,0000080420-25-000167
POWL,80420,2025-12-19,0,3000.0,331.73,995190.0,1,0,0,"Vice President, R&D",D,0000080420-25-000169
PPRUX,1875084,2025-11-03,1,2080.58,30.28,62999.9624,0,1,0,,D,0001921974-25-000003
PPRUX,1875084,2025-11-24,1,823.18,30.37,24999.976599999998,0,1,0,,D,0001922583-25-000004
PPRUX,1875084,2025-11-24,1,2074.42,30.37,63000.13540000001,0,1,0,,D,0001922175-25-000003
PPSI,1449792,2025-11-18,1,10000.0,3.39,33900.0,1,1,0,Chief Executive Officer,D,0001493152-25-024451
PPTA,1526243,2025-10-06,0,14911.0,23.72,353688.92,1,0,0,(See remarks (3)),D,0001104659-25-097206
PPTA,1526243,2025-12-23,0,6490.0,27.55,178799.5,0,1,0,,D,0001104659-25-124946
PPTA,1526243,2025-12-24,0,5000.0,26.31,131550.0,0,1,0,,D,0001104659-25-124946
PRAA,1185348,2025-11-06,1,15000.0,14.15,212250.0,0,1,0,,I,0001623675-25-000011
PRAX,1689548,2025-10-16,0,447.0,91.04,40694.880000000005,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-10-16,0,1363.0,92.03,125436.89,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-10-16,0,559.0,100.11,55961.49,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-10-16,0,27287.0,101.0,2755987.0,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-10-16,0,250000.0,104.31,26077500.0,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-10-16,0,487.0,131.64,64108.67999999999,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-10-16,0,308.0,132.19,40714.52,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-10-16,0,19198.0,140.0,2687720.0,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-10-16,0,12600.0,90.0,1134000.0,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-10-16,0,1661.0,130.1,216096.09999999998,0,0,0,,I,0000902664-25-004455
PRAX,1689548,2025-11-20,0,9100.0,194.3,1768130.0,1,0,0,General Counsel and Secretary,D,0001104659-25-115099
PRAX,1689548,2025-11-20,0,977.0,193.23,188785.71,1,0,0,General Counsel and Secretary,D,0001104659-25-115099
PRAX,1689548,2025-11-20,0,13339.0,192.53,2568157.67,1,0,0,General Counsel and Secretary,D,0001104659-25-115099
PRAX,1689548,2025-11-20,0,1714.0,190.86,327134.04000000004,1,0,0,General Counsel and Secretary,D,0001104659-25-115099
PRAX,1689548,2025-11-20,0,2145.0,192.71,413362.95,1,0,0,Principal Accounting Officer,D,0001104659-25-115098
PRAX,1689548,2025-11-20,0,11455.0,191.96,2198901.8000000003,1,0,0,Principal Accounting Officer,D,0001104659-25-115098
PRCH,1784535,2025-12-04,0,22216.0,9.52,211496.31999999998,1,0,0,CHIEF FINANCIAL OFFICER,D,0001954327-25-000008
PRCH,1784535,2025-12-11,0,10706.0,9.99,106952.94,1,0,0,CHIEF FINANCIAL OFFICER,D,0001954327-25-000011
PRCH,1784535,2025-12-15,0,24294.0,9.66,234680.04,1,0,0,CHIEF FINANCIAL OFFICER,D,0001954327-25-000011
PRLB,1443669,2025-11-25,0,3048.0,50.17,152918.16,1,0,0,Chief Operations Officer,D,0001870293-25-000007
PRLB,1443669,2025-11-25,0,3048.0,50.17,152918.16,1,0,0,Chief Operations Officer,D,0001870293-25-000004
PRM,1880319,2025-12-12,0,137500.0,28.44,3910500.0,1,0,0,General Counsel,D,0001892197-25-000004
PRM,1880319,2025-12-12,0,100000.0,28.47,2847000.0,1,0,0,Chief Financial Officer,D,0002001580-25-000004
PTC,857005,2025-11-25,0,1323.0,173.52,229566.96000000002,1,0,0,Chief Accounting Officer,D,0002007480-25-000006
PTC,857005,2025-12-05,0,300.0,172.22,51666.0,1,0,0,"EVP, Chief Financial Officer",D,0001777095-25-000005
PTC,857005,2025-12-05,0,1420.0,173.13,245844.6,1,0,0,"EVP, Chief Financial Officer",D,0001777095-25-000005
PTC,857005,2025-12-05,0,200.0,175.48,35096.0,1,0,0,"EVP, Chief Financial Officer",D,0001777095-25-000005
PTC,857005,2025-12-05,0,400.0,173.87,69548.0,1,0,0,"EVP, Chief Financial Officer",D,0001777095-25-000005
PTC,857005,2025-12-08,0,500.0,175.16,87580.0,1,0,0,"EVP, Chief Financial Officer",D,0001777095-25-000005
PTC,857005,2025-12-08,0,1838.0,174.58,320878.04000000004,1,0,0,"EVP, Chief Financial Officer",D,0001777095-25-000005
PTC,857005,2025-12-08,0,3344.0,175.11,585567.8400000001,1,0,0,"EVP, Chief Legal Officer",D,0001252191-25-000005
PTC,857005,2025-12-08,0,2984.0,174.43,520499.12,1,0,0,"EVP, Chief Legal Officer",D,0001252191-25-000005
PTC,857005,2025-12-09,0,10230.0,173.61,1776030.3,1,0,0,"EVP, Chief Financial Officer",D,0001777095-25-000007
PTC,857005,2025-12-09,0,40061.0,173.03,6931754.83,1,0,0,"EVP, Chief Financial Officer",D,0001777095-25-000007
PTCT,1070081,2025-10-03,0,1600.0,66.93,107088.00000000001,0,1,0,,D,0001680329-25-000006
PTCT,1070081,2025-10-03,0,2729.0,65.05,177521.44999999998,0,1,0,,D,0001680329-25-000006
PTCT,1070081,2025-10-03,0,4037.0,66.1,266845.69999999995,0,1,0,,D,0001680329-25-000006
PTCT,1070081,2025-10-03,0,1884.0,66.89,126020.76,0,1,0,,D,0001680329-25-000006
PTCT,1070081,2025-10-03,0,2163.0,65.02,140638.25999999998,0,1,0,,D,0001680329-25-000006
PTCT,1070081,2025-10-03,0,2381.0,66.87,159217.47,0,1,0,,D,0001680329-25-000006
PTCT,1070081,2025-10-03,0,3149.0,66.11,208180.38999999998,0,1,0,,D,0001680329-25-000006
PTCT,1070081,2025-10-03,0,3028.0,65.09,197092.52000000002,0,1,0,,D,0001680329-25-000006
PTCT,1070081,2025-10-03,0,4591.0,66.09,303419.19,0,1,0,,D,0001680329-25-000006
PTCT,1070081,2025-10-03,0,12000.0,65.0,780000.0,0,1,0,,D,0001579003-25-000003
PTCT,1070081,2025-10-03,0,536.0,64.43,34534.48,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,824.0,65.73,54161.520000000004,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,906.0,66.63,60366.78,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,550.0,64.44,35442.0,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,838.0,65.72,55073.36,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,877.0,66.67,58469.590000000004,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,3100.0,64.43,199733.00000000003,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,6124.0,65.47,400938.27999999997,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,7400.0,66.44,491656.0,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,1500.0,67.15,100725.00000000001,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-03,0,1609.0,65.46,105325.13999999998,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000003
PTCT,1070081,2025-10-03,0,1760.0,66.56,117145.6,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000003
PTCT,1070081,2025-10-03,0,4276.0,67.15,287133.4,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000003
PTCT,1070081,2025-10-03,0,23419.0,65.45,1532773.55,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000003
PTCT,1070081,2025-10-03,0,23863.0,66.45,1585696.35,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000003
PTCT,1070081,2025-10-03,0,73.0,67.16,4902.679999999999,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000003
PTCT,1070081,2025-10-06,0,2266.0,65.07,147448.62,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000005
PTCT,1070081,2025-10-07,0,1757.0,62.89,110497.73,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000008
PTCT,1070081,2025-10-07,0,312.0,64.97,20270.64,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000008
PTCT,1070081,2025-10-07,0,1306.0,63.8,83322.8,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000008
PTCT,1070081,2025-10-30,0,3666.0,69.5,254787.0,0,1,0,,D,0001680329-25-000008
PTCT,1070081,2025-10-30,0,12000.0,69.5,834000.0,0,1,0,,D,0001680329-25-000008
PTCT,1070081,2025-11-12,0,7333.0,74.5,546308.5,0,1,0,,D,0001680329-25-000010
PTCT,1070081,2025-11-17,0,1843.0,75.64,139404.52,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000010
PTCT,1070081,2025-11-17,0,777.0,76.53,59463.81,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000010
PTCT,1070081,2025-11-17,0,192.0,77.18,14818.560000000001,1,0,0,EXEC. VP AND CLO,D,0001578852-25-000010
PTCT,1070081,2025-11-21,0,10000.0,79.5,795000.0,0,1,0,,D,0001680329-25-000012
PTCT,1070081,2025-11-24,0,1900.0,80.14,152266.0,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000006
PTCT,1070081,2025-11-24,0,1650.0,80.14,132231.0,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000006
PTCT,1070081,2025-11-24,0,4715.0,80.15,377907.25,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000006
PTCT,1070081,2025-11-24,0,21206.0,80.19,1700509.14,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000006
PTCT,1070081,2025-11-24,0,6101.0,80.17,489117.17,1,0,0,CHIEF TECHNICAL OPS OFFICER,D,0001578850-25-000006
PTCT,1070081,2025-11-24,0,5701.0,80.13,456821.12999999995,0,1,0,,D,0001579003-25-000005
